mt20Id,url,title,genre_hint,genre_norm,is_musical,공연기간,공연장소,공연시간,관람연령,티켓가격,출연진,창작자,제작진,주최·주관,기획·제작,최종수정
PF189058,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189058,삼양동화: 헨젤과 새엄마 & 거울을 깬 왕비 [포항],뮤지컬,뮤지컬,True,2022.04.30(토) ~ 2022.04.30(토),포항시청 대잠홀,"토요일(11:00,14:00)",만 3세 이상,"전석 15,000원","유정민, 김성현, 강민서, 김승진",,"오준석, 유자홍, 조선형 등",(재)포항문화재단(주최·주관),해당정보 없음,2022.04.14
PF189062,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189062,블루맨그룹 월드투어,뮤지컬,뮤지컬,True,2022.06.15(수) ~ 2022.08.07(일),코엑스아티움(Coex Artium),"수요일(15:00) / 목요일 ~ 금요일(20:00) / 토요일(13:00,16:00,19:00) / 일요일(13:00,16:00) / 공휴일(13:00,16:00) / *단, 6/15(수)8시 공연",만 5세 이상,"Splash석 140,000원 / VIP석 130,000원 / R석 110,000원 / S석 80,000원",해당정보 없음,,해당정보 없음,(주)마스트엔터테인먼트 (마스트인터내셔널)(주관) / SBS(주최),(주)마스트엔터테인먼트 (마스트인터내셔널)(제작),2022.06.24
PF189066,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189066,불효자는 웁니다 [인천],뮤지컬,뮤지컬,True,2022.05.05(목) ~ 2022.05.05(목),남동소래아트홀 소래극장 (대공연장),"목요일(13:00,17:00)",만 7세 이상,"VIP석 77,000원 / R석 55,000원","임하룡, 양금석, 강효성, 정운택, 임호, 김추리, 강예슬 등",,"최민선, 윤정건, 최성봉 등",굿초이스(주관) / 인천광역시남동구도시관리공단(주최),해당정보 없음,2022.04.06
PF189069,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189069,인어공주 [동두천],뮤지컬,뮤지컬,True,2022.04.24(일) ~ 2022.04.24(일),동두천시민회관,"일요일(12:00,14:00,16:00)",전체 관람가,"전석 30,000원 / 사전예약 20,000원",해당정보 없음,,해당정보 없음,극단 해미소(주최) / 뜨래기획(주관),해당정보 없음,2022.04.06
PF189070,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189070,경로당 폰팅사건 [홍성],뮤지컬,뮤지컬,True,2022.04.21(목) ~ 2022.04.21(목),홍주문화회관 대공연장,목요일(19:00),만 13세 이상,"전석 10,000원","김영배, 김성은, 고하정, 서덕훈, 박세화, 이승욱, 윤다흰 등",,"이충무, 김창효, 김기석 등",홍성군청(주최·주관),해당정보 없음,2022.04.06
PF189072,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189072,미운오리새끼 [부산],뮤지컬,뮤지컬,True,2022.05.13(금) ~ 2022.06.04(토),부산문화회관 사랑채극장 (소극장),토요일(11:00) / 공휴일(11:00),전체 관람가,"전석 10,000원",해당정보 없음,,해당정보 없음,(재)부산문화회관(주최) / 부산시립예술단(주관),해당정보 없음,2022.04.06
PF189073,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189073,지킬 앤 하이드 [수원],뮤지컬,뮤지컬,True,2022.06.03(금) ~ 2022.06.05(일),경기아트센터(구. 경기도문화의전당) 대극장,"금요일(19:30) / 토요일 ~ 일요일(14:00,19:00)",만 13세 이상,"VIP석 150,000원 / R석 130,000원 / S석 100,000원 / A석 70,000원","박은태, 카이, 전동석, 선민, 정유지, 해나, 최수진 등",,"신춘수, 조정만, 원미솔 등",(재)경기아트센터(주최) / (주)공연마루(주관) / (주)밝은누리(주관) / TBC(주최) / TJB 대전방송(주최),(주)오디컴퍼니(ODCOMPANY)(제작),2023.07.10
PF189077,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189077,핑크퐁과 아기상어의 월드투어쇼 [서울],뮤지컬,뮤지컬,True,2022.05.11(수) ~ 2022.05.15(일),유니버설아트센터,"수요일 ~ 금요일(11:00,14:00) / 토요일(11:00,14:00,17:00) / 일요일(11:00,14:00)",24개월 이상,"R석 66,000원 / S석 55,000원","신상민, 오혜리, 장아영, 배한범, 양재하, 이대기, 박경진 등",,"오상현, 박상원, 오루피나 등",(주)하쿠나마타타(주최·주관) / 더핑크퐁컴퍼니(주)(주최·주관),해당정보 없음,2022.04.27
PF189083,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189083,"이원복의 먼나라 이웃나라, 영국여행 [용인]",뮤지컬,뮤지컬,True,2022.05.05(목) ~ 2022.05.05(목),용인시평생학습관 (여성회관) 큰어울마당,"목요일(14:00,17:00)",48개월 이상,"1층석 30,000원 / 2층석 20,000원",해당정보 없음,,해당정보 없음,(재)용인문화재단(주최) / 이강플레이(주관),해당정보 없음,2022.04.25
PF189087,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189087,엄마까투리: 마트에 간 꽁지 [용인],뮤지컬,뮤지컬,True,2022.06.11(토) ~ 2022.06.12(일),용인시평생학습관 (여성회관) 큰어울마당,"토요일 ~ 일요일(11:00,14:00,16:30)",20개월 이상,"R석 55,000원 / S석 45,000원",해당정보 없음,,해당정보 없음,다존(DAZON)엔터테인먼트(주최),다존(DAZON)엔터테인먼트(기획),2022.06.07
PF189089,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189089,넥스트 투 노멀,뮤지컬,뮤지컬,True,2022.05.17(화) ~ 2022.07.31(일),광림아트센터 BBCH홀,"화요일 ~ 금요일(20:00) / 토요일(15:00,19:00) / 일요일(14:00,18:00) / 공휴일(14:00,18:00)",만 7세 이상,"VIP석 110,000원 / R석 90,000원 / S석 70,000원 / A석 50,000원","박칼린, 최정원, 남경주, 이건명, 양희준, 이석준, 이서영 등",,"박준영, 이나영, 박은영 등",(주)엠피앤컴퍼니(주최) / 달컴퍼니(주관),해당정보 없음,2023.07.10
PF189091,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189091,"헬로카봇 시즌 6, 흔들흔들 댄스파티 [하남]",뮤지컬,뮤지컬,True,2022.06.04(토) ~ 2022.06.05(일),하남문화예술회관 검단홀(대극장),"토요일(11:00,14:00,16:30) / 일요일(11:00,14:00)",24개월 이상,"R석 66,000원 / S석 55,000원",해당정보 없음,,해당정보 없음,(주)하늘이엔티(주최·주관),(주)하쿠나마타타(제작),2022.05.19
PF189092,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189092,"헬로카봇 시즌 6, 흔들흔들 댄스파티 [안산]",뮤지컬,뮤지컬,True,2022.06.18(토) ~ 2022.06.19(일),안산문화예술의전당 해돋이극장,"토요일(11:00,14:00,16:30) / 일요일(11:00,14:00)",24개월 이상,"R석 66,000원 / S석 55,000원",해당정보 없음,,해당정보 없음,(주)하늘이엔티(주최·주관),(주)하쿠나마타타(제작),2022.06.03
PF189093,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189093,판타스틱 앨리스 [전주],뮤지컬,뮤지컬,True,2022.05.26(목) ~ 2022.05.28(토),한국소리문화의전당 연지홀,"목요일 ~ 금요일(11:00) / 토요일(11:00,14:00)",24개월 이상,"전석 20,000원",해당정보 없음,,해당정보 없음,(유)포스댄스컴퍼니(주관) / (학)우석학원(주최) / 전북특별자치도청(주최) / 한국소리문화의전당(주최),해당정보 없음,2022.04.07
PF189103,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189103,겨울왕국: 겨울이야기 [영주],뮤지컬,뮤지컬,True,2022.05.07(토) ~ 2022.05.07(토),영주문화예술회관 까치홀,"토요일(11:00,13:00,15:00)",24개월 이상,"전석 30,000원",해당정보 없음,,해당정보 없음,극단 해미소(주관) / 진엔터컴(주최),해당정보 없음,2022.04.21
PF189109,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189109,빵굽는 포포아저씨 [울산],뮤지컬,뮤지컬,True,2022.05.05(목) ~ 2022.05.05(목),울산북구문화예술회관 공연장,"목요일(11:00,14:00)",36개월 이상,"전석 10,000원",해당정보 없음,,해당정보 없음,울산광역시 북구(주최) / 울산광역시북구문화예술회관(주관),해당정보 없음,2022.04.07
PF189120,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189120,백설공주 [대구],뮤지컬,뮤지컬,True,2022.05.07(토) ~ 2022.05.07(토),달성군 여성문화복지센터,"토요일(11:00,14:00,16:00)",24개월 이상,"전석 30,000원",해당정보 없음,,해당정보 없음,중원씨어터(주최),중원씨어터(기획),2022.05.04
PF189121,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189121,인어공주 [수원],뮤지컬,뮤지컬,True,2022.06.19(일) ~ 2022.06.19(일),수원청소년문화센터 온누리아트홀,"일요일(11:30,14:00,16:00)",전체 관람가,"전석 18,900원",해당정보 없음,,해당정보 없음,(주)극단희망(주최),해당정보 없음,2022.04.11
PF189122,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189122,인어공주 [과천],뮤지컬,뮤지컬,True,2022.06.11(토) ~ 2022.06.11(토),과천시민회관 소극장,"토요일(11:00,14:00,16:00)",전체 관람가,"전석 18,900원",해당정보 없음,,해당정보 없음,(주)극단희망(주최),해당정보 없음,2022.07.07
PF189123,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189123,백설공주 [부산],뮤지컬,뮤지컬,True,2022.06.19(일) ~ 2022.06.19(일),부산북구문화예술회관 (구.북구문화빙상센터) 공연장,"일요일(11:00,13:00,15:00)",전체 관람가,"전석 18,900원",해당정보 없음,,해당정보 없음,(주)극단희망(주최),해당정보 없음,2022.04.07
PF189124,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189124,라푼젤 [인천],뮤지컬,뮤지컬,True,2022.06.11(토) ~ 2022.06.11(토),계양문화회관 대공연장,"토요일(11:00,14:00,16:00)",전체 관람가,"전석 18,900원",해당정보 없음,,해당정보 없음,(주)극단희망(주최),해당정보 없음,2022.04.07
PF189126,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189126,캐리와 친구들: 콘서트를 지켜라! [경기 광주],뮤지컬,뮤지컬,True,2022.06.11(토) ~ 2022.06.12(일),광주시문화예술의전당 (구. 남한산성아트홀) 남한산성홀,"토요일 ~ 일요일(11:00,14:00,16:30)",24개월 이상,"VIP석 66,000원 / R석 55,000원",해당정보 없음,,"장소영, 황규동, 황지연 등",(주)드림엔터테인먼트(주관) / (주)오름기획(주관) / (주)캐리소프트(캐리TV)(주최),(주)캐리소프트(캐리TV)(제작),2022.05.23
PF189127,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189127,불효자는 웁니다 [경주],뮤지컬,뮤지컬,True,2022.05.07(토) ~ 2022.05.08(일),경주예술의전당 대공연장(화랑홀),"토요일(15:00,19:00) / 일요일(15:00)",만 7세 이상,"전석 100,000원","임하룡, 양금석, 강효성, 이모, 김추리, 강예슬, 이광수 등",,"최민선, 윤정건, 최성봉 등",(재)경주문화재단(주관) / 한국수력원자력(주)(주최),해당정보 없음,2022.04.07
PF189133,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189133,나무늘보 릴렉스 [서울],뮤지컬,뮤지컬,True,2022.05.14(토) ~ 2022.05.14(토),오류아트홀,"토요일(11:00,14:00)",24개월 이상,"전석 30,000원","윤정훈, 길미정, 이정희, 김상두, 김대경",,해당정보 없음,(재)구로문화재단(주최·주관),해당정보 없음,2022.04.07
PF189134,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189134,캐리와 친구들: 콘서트를 지켜라! [부평],뮤지컬,뮤지컬,True,2022.06.18(토) ~ 2022.06.19(일),부평아트센터 해누리극장,"토요일 ~ 일요일(11:00,14:00,16:30)",24개월 이상,"VIP석 66,000원 / R석 55,000원",해당정보 없음,,"장소영, 황규동, 황지연 등",(주)다다엔터테인먼트(주관) / (주)드림엔터테인먼트(주최) / (주)캐리소프트(캐리TV)(주최),(주)캐리소프트(캐리TV)(기획),2022.05.30
PF189139,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189139,"김문정 앵콜 콘서트, ONLY: Bon Voyage to the MOON",뮤지컬,뮤지컬,True,2022.04.22(금) ~ 2022.04.24(일),이화여자대학교 삼성홀,금요일(19:30) / 토요일(18:00) / 일요일(17:00),만 7세 이상,"R석 99,000원 / S석 77,000원","고은성, 노윤, 정욱진, 이석준, 차지연, 김가희, 변형범 등",,해당정보 없음,(주)더피트(주최) / (주)모티브프러덕션(주관),해당정보 없음,2022.04.07
PF189143,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189143,엄마까투리: 마트에 간 꽁지 [고양],뮤지컬,뮤지컬,True,2022.06.04(토) ~ 2022.06.05(일),고양어울림누리 어울림극장,"토요일 ~ 일요일(11:00,14:00,16:30)",24개월 이상,"R석 55,000원 / S석 45,000원",해당정보 없음,,해당정보 없음,(주)다다엔터테인먼트(주최·주관),해당정보 없음,2022.05.30
PF189144,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189144,피노키오 [파주],뮤지컬,뮤지컬,True,2022.06.26(일) ~ 2022.06.26(일),파주운정행복센터 공연장,"일요일(11:00,14:00,16:00)",전체 관람가,"사전예약 19,800원",해당정보 없음,,해당정보 없음,(주)극단희망(주최),해당정보 없음,2022.04.07
PF189154,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189154,누가 내머리에 똥 쌌어? [순천],뮤지컬,뮤지컬,True,2022.05.14(토) ~ 2022.05.14(토),순천문화예술회관 대극장,"금요일 ~ 토요일(11:00,14:00,16:00)",24개월 이상,"전석 30,000원 / 사전예약 22,000원",해당정보 없음,,해당정보 없음,극단 복주머니(주관) / 예인프로덕션(주관) / 진엔터컴(주최),해당정보 없음,2022.04.11
PF189169,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189169,조선협객 [인천],뮤지컬,뮤지컬,True,2022.04.30(토) ~ 2022.04.30(토),문학시어터,토요일(19:00),만 7세 이상,"전석 15,000원","김명곤, 최용민, 신현종, 류주혜, 윤상호, 정성호, 염동현 등",,"강석훈, 현어진, 배대두 등",문학시어터(주최),해당정보 없음,2022.04.08
PF189170,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189170,겨울왕국: 겨울이야기 시즌2 [충주],뮤지컬,뮤지컬,True,2022.05.05(목) ~ 2022.05.05(목),호암예술관,"목요일(12:00,14:00,16:00)",24개월 이상,"전석 40,000원 / 사전예약 20,000원",해당정보 없음,,해당정보 없음,률엔터테인먼트(주관) / 아트컴퍼니(주최),해당정보 없음,2022.04.13
PF189184,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189184,토돌이의 모험 [대구],뮤지컬,뮤지컬,True,2022.05.04(수) ~ 2022.05.07(토),대구문화예술회관 팔공홀,"수요일(11:00) / 목요일(11:00,15:00) / 금요일(11:00) / 토요일(11:00)",36개월 이상,"전석 5,000원","김채이, 남준우, 김수경, 양수진, 김한나, 이서하, 김찬용 등",,"김선경, 이정호, 손호석",대구문화예술회관(주최),해당정보 없음,2022.04.08
PF189193,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189193,"키즈상상스테이지, 네네네 [의정부]",뮤지컬,뮤지컬,True,2022.05.04(수) ~ 2022.05.05(목),의정부아트캠프 CAMP BLACK (캠프블랙),"수요일(19:00) / 목요일(11:00,14:00)",36개월 이상,"전석 20,000원","성경철, 장아영, 김혜경 등",,"김민정, 김준성, 애나 존슨 등",(재)의정부문화재단 (의정부예술의전당)(주관) / (주)문화공작소 상상마루(주관) / 한국문화예술회관연합회(KoCACA)(주최),해당정보 없음,2022.04.08
PF189198,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189198,구름빵2 [부천],뮤지컬,뮤지컬,True,2022.04.30(토) ~ 2022.05.15(일),뉴코아소극장 [부천],"토요일 ~ 일요일(12:00,14:00) / *5/5 (목) 공연있음",전체 관람가,"전석 30,000원",해당정보 없음,,해당정보 없음,키즈플러스(주최),해당정보 없음,2022.04.08
PF189201,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189201,캐치! 티니핑: 프린세스 다이어리 [부산(앵콜)],뮤지컬,뮤지컬,True,2022.05.21(토) ~ 2022.05.22(일),KBS홀 [부산],"토요일(11:00,14:00,16:30) / 일요일(11:00,14:00,16:00)",24개월 이상,"1층석 66,000원 / 2층석 55,000원",해당정보 없음,,"김철현, 윤성민, 정윤지 등",(주)에스에이엠지엔터테인먼트(SAMG엔터테인먼트)(주관) / DS뮤지컬컴퍼니(주관) / 동그라미 그리기(주최),(주)에스에이엠지엔터테인먼트(SAMG엔터테인먼트)(제작) / DS뮤지컬컴퍼니(제작),2022.04.20
PF189203,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189203,지킬앤하이드[부산],뮤지컬,뮤지컬,True,2022.06.18(토) ~ 2022.06.19(일),드림씨어터 [부산],"토요일 ~ 일요일(14:00,19:00)",만 13세 이상,"VIP석 150,000원 / R석 130,000원 / S석 110,000원 / A석 90,000원 / B석 70,000원","박은태, 전동석, 정유지, 최수진, 이지혜, 김봉환, 윤영석 등",,"신춘수, 조정만, 원미솔 등",(주)에스제이엔터(주최·주관),(주)오디컴퍼니(ODCOMPANY)(제작),2023.07.10
PF189207,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189207,피터팬 [강북],뮤지컬,뮤지컬,True,2022.05.07(토) ~ 2022.05.07(토),강북문화예술회관 강북소나무홀 (구.대공연장),"금요일 ~ 토요일(11:00,14:00,16:00)",24개월 이상,"전석 30,000원 / 사전예약 15,000원",해당정보 없음,,해당정보 없음,극단 복주머니(주관) / 성수소극장(주최),해당정보 없음,2022.04.28
PF189209,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189209,늦은 봄날,뮤지컬,뮤지컬,True,2022.04.19(화) ~ 2022.04.24(일),대학로 마로니에소극장(플레이더씨어터),"화요일 ~ 금요일(19:30) / 토요일(15:00,19:00) / 일요일(15:00)",전체 관람가,"전석 35,000원 / 사전예약 25,000원","이주호, 서찬용, 최근혁, 강다희, 강한나, 김채은, 권오현 등",,해당정보 없음,해당정보 없음,엠스테이지(제작),2022.04.14
PF189210,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189210,생텍쥐페리 [안산],뮤지컬,뮤지컬,True,2022.05.20(금) ~ 2022.05.21(토),안산문화예술의전당 해돋이극장,"토요일(11:00,15:00)",만 7세 이상,"R석 50,000원 / S석 40,000원 / A석 30,000원","문장원, 이삭, 이지민, 도희원, 전민지, 최인혜, 김담현 등",,"손수민, 진주백, 장혜린 등",(재)안산문화재단(안산문화예술의전당)(주관) / 한국문화예술회관연합회(KoCACA)(주최),(주)브리즈(제작),2022.04.08
PF189217,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189217,고고다이노 공룡탐험대 [대전],뮤지컬,뮤지컬,True,2022.06.04(토) ~ 2022.06.05(일),대전평송청소년문화센터 평송홀(대극장),"토요일(11:00,14:00,16:00)",24개월 이상,"전석 60,000원",해당정보 없음,,해당정보 없음,나눔(주최·주관),해당정보 없음,2022.04.11
PF189219,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189219,볼륨업,뮤지컬,뮤지컬,True,2022.05.13(금) ~ 2022.08.07(일),더 서울라이티움 (갤러리아포레) G층 전용관,화요일 ~ 금요일(20:00) / 토요일 ~ 일요일(19:30),만 8세 이상,"R석 88,000원 / S석 77,000원 / A석 66,000원","손호영, 박시환, 조정민, 배다솜, 김종서, 이세준, 홍경민 등",,"홍경민, 김남현, 김진환 등",(주)에이비엠씨(주최·주관),(주)아트피엠(제작) / (주)에이비엠씨(제작) / 피에이엔터테인먼트(PA엔터테인먼트)(제작),2022.07.01
PF189244,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189244,백설공주 [창원],뮤지컬,뮤지컬,True,2022.06.18(토) ~ 2022.06.18(토),성산아트홀 소극장,"토요일(11:00,14:00,16:00)",전체 관람가,"전석 18,900원",해당정보 없음,,해당정보 없음,(주)극단희망(주최),해당정보 없음,2022.04.18
PF189249,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189249,피노키오 [대구],뮤지컬,뮤지컬,True,2022.05.28(토) ~ 2022.05.28(토),대구청소년수련원 대극장,"토요일(11:00,14:00,16:00)",전체 관람가,"전석 35,000원",해당정보 없음,,해당정보 없음,나눔(주최),해당정보 없음,2022.04.19
PF189250,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189250,피터팬 [해운대],뮤지컬,뮤지컬,True,2022.06.04(토) ~ 2022.06.04(토),해운대문화회관 해운홀,"토요일(11:00,13:30,16:00)",전체 관람가,"전석 18,900원",해당정보 없음,,해당정보 없음,(주)극단희망(주최),해당정보 없음,2022.04.11
PF189251,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189251,꼬마버스 타요와 하하호호 노래자랑 [안산],뮤지컬,뮤지컬,True,2022.06.04(토) ~ 2022.06.05(일),안산문화예술의전당 해돋이극장,"토요일(11:00,14:00,16:30) / 일요일(11:00,14:00)",24개월 이상,"R석 55,000원 / S석 44,000원",해당정보 없음,,해당정보 없음,(주)창라이프(주최·주관),(주)이에스생활문화 (ES생활문화)(제작),2022.05.30
PF189252,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189252,라푼젤 [거제],뮤지컬,뮤지컬,True,2022.05.22(일) ~ 2022.05.22(일),거제시청소년수련관 공연장,"일요일(11:00,13:00,15:00)",24개월 이상,"전석 35,000원",해당정보 없음,,해당정보 없음,km기획(주관) / 극단 국민(주최),해당정보 없음,2022.05.02
PF189253,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189253,라푼젤 [순천],뮤지컬,뮤지컬,True,2022.06.06(월) ~ 2022.06.06(월),순천문화예술회관 대극장,"월요일(11:00,13:00,15:00)",24개월 이상,"전석 40,000원",해당정보 없음,,해당정보 없음,km기획(주관) / 극단 국민(주최),해당정보 없음,2022.05.02
PF189257,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189257,피터팬 [양천],뮤지컬,뮤지컬,True,2022.06.12(일) ~ 2022.06.12(일),양천문화회관 대극장,"일요일(11:00,14:00,16:00)",전체 관람가,"사전예약 19,800원",해당정보 없음,,해당정보 없음,(주)극단희망(주최),해당정보 없음,2022.04.12
PF189260,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189260,인어공주 [용산],뮤지컬,뮤지컬,True,2022.05.05(목) ~ 2022.05.14(토),대원 팝콘D 스퀘어 대원 콘텐츠 라이브,"토요일 ~ 일요일(12:30,14:30,16:00) / 공휴일(12:30,14:30,16:00)",전체 관람가,"전석 35,000원",해당정보 없음,,해당정보 없음,대원콘텐츠라이브(대원미디어(주) )(주최·주관) / 좋은사람들(주최·주관),해당정보 없음,2022.04.18
PF189265,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189265,인어공주 [대구],뮤지컬,뮤지컬,True,2022.05.28(토) ~ 2022.05.29(일),신세계 문화홀 8층 [대구],"토요일 ~ 일요일(11:30,14:00,16:00)",전체 관람가,"전석 30,000원",해당정보 없음,,해당정보 없음,문화공작소 조이(주최) / 좋은사람들(주최·주관),해당정보 없음,2022.04.14
PF189277,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189277,피노키오 [대구],뮤지컬,뮤지컬,True,2022.06.18(토) ~ 2022.06.19(일),대백프라자 프라임홀,"토요일 ~ 일요일(11:00,14:00,16:00)",전체 관람가,"전석 25,000원",해당정보 없음,,해당정보 없음,(주)대구백화점 대백프라자(주최·주관) / (주)조이컬쳐스(주최·주관),해당정보 없음,2022.04.26
PF189280,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189280,핑크퐁 별나라 재즈 여행 [여주],뮤지컬,뮤지컬,True,2022.05.05(목) ~ 2022.05.05(목),명성황후생가문예관,목요일(16:00),24개월 이상,"전석 10,000원",해당정보 없음,,해당정보 없음,(재) 여주세종문화관광재단(주최·주관),해당정보 없음,2022.04.11
PF189282,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189282,백설공주 [대구],뮤지컬,뮤지컬,True,2022.06.04(토) ~ 2022.06.12(일),대백프라자 프라임홀,"토요일 ~ 일요일(11:00,14:00,16:00)",전체 관람가,"전석 25,000원",해당정보 없음,,해당정보 없음,(주)대구백화점 대백프라자(주최·주관) / (주)조이컬쳐스(주최·주관),해당정보 없음,2022.04.21
PF189283,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189283,꿀벌 마야의 모험 [천안],뮤지컬,뮤지컬,True,2022.04.30(토) ~ 2022.05.07(토),홈플러스 [천안신방점],"토요일 ~ 일요일(12:00,14:00)",전체 관람가,"전석 20,000원",해당정보 없음,,해당정보 없음,해당정보 없음,해당정보 없음,2022.05.09
PF189297,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189297,콩순이 시즌2: 우리들 음악회 [대전],뮤지컬,뮤지컬,True,2022.05.28(토) ~ 2022.05.29(일),한밭대학교 아트홀 (하모니홀),"토요일(11:00,14:00,16:30) / 일요일(11:00,14:00)",20개월 이상,"R석 50,000원 / S석 40,000원",해당정보 없음,,"김철현, 윤성민, 정윤지 등",(주)드림엔터테인먼트(주최) / DS뮤지컬컴퍼니(주관) / 동그라미 그리기(주최) / 영실업(주관),DS뮤지컬컴퍼니(제작) / 영실업(제작),2022.04.11
PF189310,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF189310,책먹는여우 [대전],뮤지컬,뮤지컬,True,2022.05.21(토) ~ 2022.05.21(토),대전평송청소년문화센터 어울림홀(소극장),"토요일(11:00,14:00,16:00)",24개월 이상,"전석 30,000원",해당정보 없음,,해당정보 없음,해당정보 없음,극단 가람(가람뮤지컬)(제작),2022.05.23
